date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2017-09-28,4.18,4.18,4.03,4.08,4.08,1669989.0,0.0,1.0
2017-09-29,4.14,4.21,4.09,4.18,4.18,303129.0,0.0,1.0
2017-10-02,4.23,4.33,4.2,4.31,4.31,221777.0,0.0,1.0
2017-10-03,4.33,4.38,4.17,4.2,4.2,469718.0,0.0,1.0
2017-10-04,4.2,4.25,4.15,4.22,4.22,321997.0,0.0,1.0
2017-10-05,4.22,4.23,4.12,4.13,4.13,448199.0,0.0,1.0
2017-10-06,4.16,4.3,4.15,4.27,4.27,207375.0,0.0,1.0
2017-10-09,4.3,4.47,4.27,4.34,4.34,294785.0,0.0,1.0
2017-10-10,4.36,4.38,4.23,4.29,4.29,296042.0,0.0,1.0
2017-10-11,4.31,4.35,4.21,4.3,4.3,301782.0,0.0,1.0
2017-10-12,4.32,4.38,4.32,4.37,4.37,411282.0,0.0,1.0
2017-10-13,4.37,4.37,4.29,4.32,4.32,332867.0,0.0,1.0
2017-10-16,4.33,4.37,4.3,4.33,4.33,367510.0,0.0,1.0
2017-10-17,4.38,4.7,4.38,4.7,4.7,1213131.0,0.0,1.0
2017-10-18,5.05,5.29,4.86,5.18,5.18,2406430.0,0.0,1.0
2017-10-19,5.28,5.54,5.28,5.39,5.39,2113955.0,0.0,1.0
2017-10-20,5.39,5.44,5.2,5.43,5.43,1099071.0,0.0,1.0
2017-10-23,5.44,5.62,5.44,5.5,5.5,917243.0,0.0,1.0
2017-10-24,5.53,5.59,5.33,5.44,5.44,986573.0,0.0,1.0
2017-10-25,5.45,5.5,5.43,5.45,5.45,441897.0,0.0,1.0
2017-10-26,5.45,5.45,5.18,5.37,5.37,530154.0,0.0,1.0
2017-10-27,5.4,5.55,5.355,5.37,5.37,545824.0,0.0,1.0
2017-10-30,5.45,5.48,5.15,5.3,5.3,740823.0,0.0,1.0
2017-10-31,5.3,5.3,5.09,5.2,5.2,610370.0,0.0,1.0
2017-11-01,5.22,5.3,5.1,5.17,5.17,993719.0,0.0,1.0
2017-11-02,5.2,5.27,5.135,5.15,5.15,802812.0,0.0,1.0
2017-11-03,5.18,5.25,5.16,5.2,5.2,1070104.0,0.0,1.0
2017-11-06,5.26,5.51,5.23,5.49,5.49,1070372.0,0.0,1.0
2017-11-07,5.55,5.7,5.38,5.42,5.42,907752.0,0.0,1.0
2017-11-08,5.49,5.63,5.43,5.43,5.43,628754.0,0.0,1.0
2017-11-09,5.49,5.53,5.37,5.47,5.47,484568.0,0.0,1.0
2017-11-10,5.48,5.73,5.47,5.62,5.62,807391.0,0.0,1.0
2017-11-13,5.71,5.97,5.7,5.94,5.94,926094.0,0.0,1.0
2017-11-14,6.0,6.0,5.72,5.8,5.8,775202.0,0.0,1.0
2017-11-15,5.84,5.85,5.6,5.79,5.79,708453.0,0.0,1.0
2017-11-16,5.38,5.62,5.23,5.5,5.5,3215509.0,0.0,1.0
2017-11-17,5.5,5.6,5.43,5.46,5.46,909212.0,0.0,1.0
2017-11-20,5.44,5.8,5.44,5.72,5.72,1013108.0,0.0,1.0
2017-11-21,5.72,5.76,5.62,5.71,5.71,656948.0,0.0,1.0
2017-11-22,5.7,5.78,5.61,5.65,5.65,645230.0,0.0,1.0
2017-11-23,5.65,5.65,5.35,5.36,5.36,946950.0,0.0,1.0
2017-11-24,5.37,5.37,5.1,5.23,5.23,1174816.0,0.0,1.0
2017-11-27,5.3,5.3,4.7,4.92,4.92,1894460.0,0.0,1.0
2017-11-28,4.95,5.24,4.81,5.2,5.2,1401445.0,0.0,1.0
2017-11-29,5.1,5.24,4.95,5.08,5.08,841097.0,0.0,1.0
2017-11-30,5.12,5.15,4.975,5.0,5.0,3764664.0,0.0,1.0
2017-12-01,5.01,5.12,4.75,4.8,4.8,1094218.0,0.0,1.0
2017-12-04,5.1,5.29,5.05,5.16,5.16,2160427.0,0.0,1.0
2017-12-05,5.23,5.42,5.12,5.16,5.16,1555705.0,0.0,1.0
2017-12-06,5.16,5.23,4.9,4.92,4.92,1282487.0,0.0,1.0
2017-12-07,4.99,5.13,4.93,5.05,5.05,612296.0,0.0,1.0
2017-12-08,5.05,5.21,5.01,5.14,5.14,945418.0,0.0,1.0
2017-12-11,5.16,5.21,5.13,5.17,5.17,857205.0,0.0,1.0
2017-12-12,5.19,5.27,5.19,5.26,5.26,1165229.0,0.0,1.0
2017-12-13,5.27,5.29,5.1,5.15,5.15,1072477.0,0.0,1.0
2017-12-14,5.2,5.27,5.16,5.2,5.2,346987.0,0.0,1.0
2017-12-15,5.21,5.3,5.15,5.3,5.3,1275737.0,0.0,1.0
2017-12-18,5.33,5.44,5.27,5.33,5.33,661304.0,0.0,1.0
2017-12-19,5.37,5.6,5.31,5.56,5.56,1143693.0,0.0,1.0
2017-12-20,5.57,5.74,5.54,5.68,5.68,1061508.0,0.0,1.0
2017-12-21,5.89,5.95,5.81,5.9,5.9,1893264.0,0.0,1.0
2017-12-22,6.0,6.07,5.9,5.91,5.91,967198.0,0.0,1.0
2017-12-27,5.99,6.02,5.93,6.02,6.02,289408.0,0.0,1.0
2017-12-28,6.04,6.055,5.98,6.04,6.04,385592.0,0.0,1.0
2017-12-29,6.04,6.04,5.955,5.97,5.97,289829.0,0.0,1.0
2018-01-02,6.0,6.31,6.0,6.26,6.26,859627.0,0.0,1.0
2018-01-03,6.5,6.55,6.2,6.26,6.26,775104.0,0.0,1.0
2018-01-04,6.3,6.4,6.3,6.35,6.35,356236.0,0.0,1.0
2018-01-05,6.39,6.79,6.39,6.65,6.65,1069829.0,0.0,1.0
2018-01-08,6.75,7.0,6.57,6.6,6.6,931497.0,0.0,1.0
2018-01-09,6.77,6.82,6.58,6.66,6.66,986523.0,0.0,1.0
2018-01-10,6.67,6.68,6.33,6.46,6.46,976465.0,0.0,1.0
2018-01-11,6.43,6.56,6.31,6.43,6.43,768625.0,0.0,1.0
2018-01-12,6.45,6.53,6.44,6.5,6.5,825978.0,0.0,1.0
2018-01-15,6.55,6.6,6.51,6.52,6.52,619928.0,0.0,1.0
2018-01-16,6.6,7.62,6.56,7.62,7.62,3209506.0,0.0,1.0
2018-01-17,8.01,8.16,7.71,7.8,7.8,2661564.0,0.0,1.0
2018-01-18,7.89,7.95,7.4,7.5,7.5,2000631.0,0.0,1.0
2018-01-19,7.6,7.6,7.48,7.49,7.49,836463.0,0.0,1.0
2018-01-22,7.54,7.785,7.52,7.7,7.7,1213540.0,0.0,1.0
2018-01-23,7.73,7.84,7.72,7.76,7.76,1284407.0,0.0,1.0
2018-01-24,7.77,7.82,7.71,7.71,7.71,648927.0,0.0,1.0
2018-01-25,7.73,7.8,7.71,7.72,7.72,494897.0,0.0,1.0
2018-01-29,7.8,7.83,7.71,7.71,7.71,961133.0,0.0,1.0
2018-01-30,7.71,7.74,7.51,7.52,7.52,744821.0,0.0,1.0
2018-01-31,7.47,7.47,7.11,7.36,7.36,819374.0,0.0,1.0
2018-02-01,7.36,7.7,7.36,7.58,7.58,499403.0,0.0,1.0
2018-02-02,7.5,7.65,7.5,7.55,7.55,668482.0,0.0,1.0
2018-02-05,7.13,7.35,7.0,7.05,7.05,1391198.0,0.0,1.0
2018-02-06,6.61,6.89,6.4,6.45,6.45,2100513.0,0.0,1.0
2018-02-07,6.92,7.26,6.8,6.86,6.86,1704339.0,0.0,1.0
2018-02-08,6.99,7.01,6.8,6.85,6.85,969329.0,0.0,1.0
2018-02-09,6.67,6.77,6.5,6.6,6.6,1292880.0,0.0,1.0
2018-02-12,6.6,6.79,6.26,6.33,6.33,1376471.0,0.0,1.0
2018-02-13,6.5,6.76,6.46,6.46,6.46,1072733.0,0.0,1.0
2018-02-14,6.6,6.67,6.51,6.59,6.59,712100.0,0.0,1.0
2018-02-15,6.69,6.77,6.65,6.68,6.68,632894.0,0.0,1.0
2018-02-16,6.75,6.87,6.73,6.75,6.75,913813.0,0.0,1.0
2018-02-19,6.86,6.87,6.62,6.62,6.62,463008.0,0.0,1.0
2018-02-20,6.65,6.94,6.63,6.94,6.94,1004336.0,0.0,1.0
2018-02-21,7.0,7.58,7.0,7.39,7.39,1918842.0,0.0,1.0
2018-02-22,7.75,7.97,7.4,7.53,7.53,2841582.0,0.0,1.0
2018-02-23,7.63,7.65,7.0,7.19,7.19,1161579.0,0.0,1.0
2018-02-26,7.23,7.4,7.08,7.12,7.12,850555.0,0.0,1.0
2018-02-27,7.25,7.3,6.8,6.96,6.96,1180916.0,0.0,1.0
2018-02-28,7.04,7.325,6.9,7.23,7.23,871222.0,0.0,1.0
2018-03-01,7.19,7.2,6.98,7.1,7.1,1167506.0,0.0,1.0
2018-03-02,7.05,7.29,6.98,7.19,7.19,1357658.0,0.0,1.0
2018-03-05,7.2,7.37,7.03,7.36,7.36,1053014.0,0.0,1.0
2018-03-06,7.43,7.55,7.3,7.54,7.54,1145431.0,0.0,1.0
2018-03-07,7.58,7.76,7.49,7.68,7.68,2161187.0,0.0,1.0
2018-03-08,7.7,7.77,7.665,7.68,7.68,1385011.0,0.0,1.0
2018-03-09,7.74,7.93,7.67,7.8,7.8,1906616.0,0.0,1.0
2018-03-12,7.92,8.0,7.71,7.8,7.8,2764374.0,0.0,1.0
2018-03-13,7.87,7.87,7.76,7.8,7.8,1185352.0,0.0,1.0
2018-03-14,7.8,7.82,7.63,7.7,7.7,1174958.0,0.0,1.0
2018-03-15,7.78,7.78,7.32,7.57,7.57,1852050.0,0.0,1.0
2018-03-16,7.57,7.615,7.285,7.32,7.32,5299119.0,0.0,1.0
2018-03-19,7.32,7.41,6.81,6.88,6.88,2367687.0,0.0,1.0
2018-03-20,6.71,6.96,6.33,6.93,6.93,2731773.0,0.0,1.0
2018-03-21,7.0,7.3,7.0,7.15,7.15,1442222.0,0.0,1.0
2018-03-22,7.22,7.29,7.0,7.15,7.15,721280.0,0.0,1.0
2018-03-23,6.9,7.13,6.83,7.13,7.13,1861884.0,0.0,1.0
2018-03-26,7.02,7.08,6.69,6.7,6.7,1885478.0,0.0,1.0
2018-03-27,6.86,6.92,6.74,6.76,6.76,965691.0,0.0,1.0
2018-03-28,6.7,6.9,6.65,6.77,6.77,630180.0,0.0,1.0
2018-03-29,6.76,6.77,6.44,6.44,6.44,911608.0,0.0,1.0
2018-04-03,6.35,6.4,5.93,6.0,6.0,1743780.0,0.0,1.0
2018-04-04,6.0,6.0,5.43,5.65,5.65,3988311.0,0.0,1.0
2018-04-05,5.7,5.95,5.7,5.8,5.8,1516288.0,0.0,1.0
2018-04-06,5.8,5.82,5.32,5.45,5.45,2006742.0,0.0,1.0
2018-04-09,5.49,5.6,5.425,5.47,5.47,785746.0,0.0,1.0
2018-04-10,5.52,6.04,5.43,5.94,5.94,1322093.0,0.0,1.0
2018-04-11,6.0,6.18,5.49,5.6,5.6,2488741.0,0.0,1.0
2018-04-12,5.45,5.46,5.26,5.35,5.35,2287078.0,0.0,1.0
2018-04-13,5.33,5.68,5.33,5.59,5.59,953382.0,0.0,1.0
2018-04-16,5.61,5.78,5.58,5.62,5.62,464618.0,0.0,1.0
2018-04-17,5.72,5.98,5.7,5.91,5.91,594689.0,0.0,1.0
2018-04-18,5.98,6.15,5.92,6.0,6.0,981592.0,0.0,1.0
2018-04-19,6.1,6.14,5.65,5.65,5.65,672767.0,0.0,1.0
2018-04-20,5.71,5.78,5.63,5.64,5.64,611474.0,0.0,1.0
2018-04-23,5.7,5.73,5.39,5.43,5.43,1035923.0,0.0,1.0
2018-04-24,5.46,5.61,5.41,5.57,5.57,341434.0,0.0,1.0
2018-04-26,5.65,5.875,5.6,5.75,5.75,719775.0,0.0,1.0
2018-04-27,5.78,5.95,5.77,5.95,5.95,503566.0,0.0,1.0
2018-04-30,5.99,6.03,5.78,5.99,5.99,435720.0,0.0,1.0
2018-05-01,5.98,5.98,5.84,5.93,5.93,717109.0,0.0,1.0
2018-05-02,5.96,5.99,5.92,5.95,5.95,441263.0,0.0,1.0
2018-05-03,5.96,6.2,5.89,6.2,6.2,786834.0,0.0,1.0
2018-05-04,6.2,6.29,6.12,6.17,6.17,747459.0,0.0,1.0
2018-05-07,6.21,6.37,6.21,6.3,6.3,1132161.0,0.0,1.0
2018-05-08,6.31,6.48,6.245,6.45,6.45,712722.0,0.0,1.0
2018-05-09,6.47,7.03,6.46,6.98,6.98,1454490.0,0.0,1.0
2018-05-10,7.07,7.32,6.85,7.0,7.0,1454210.0,0.0,1.0
2018-05-11,7.0,7.03,6.6,6.84,6.84,766963.0,0.0,1.0
2018-05-14,6.85,6.98,6.85,6.96,6.96,466059.0,0.0,1.0
2018-05-15,7.16,7.68,7.16,7.45,7.45,3130223.0,0.0,1.0
2018-05-16,7.5,7.51,7.03,7.25,7.25,1743474.0,0.0,1.0
2018-05-17,7.27,7.5,7.19,7.27,7.27,1306359.0,0.0,1.0
2018-05-18,7.27,7.35,7.06,7.07,7.07,694833.0,0.0,1.0
2018-05-21,7.07,7.17,7.02,7.04,7.04,786979.0,0.0,1.0
2018-05-22,7.1,7.36,6.9,7.17,7.17,1808029.0,0.0,1.0
2018-05-23,7.19,7.2,7.06,7.2,7.2,717945.0,0.0,1.0
2018-05-24,7.28,7.58,7.25,7.42,7.42,2551701.0,0.0,1.0
2018-05-25,7.5,7.725,7.4,7.68,7.68,1543933.0,0.0,1.0
2018-05-28,7.71,7.83,7.65,7.7,7.7,1139188.0,0.0,1.0
2018-05-29,7.75,7.9,7.73,7.79,7.79,1098229.0,0.0,1.0
2018-05-30,7.75,7.78,7.38,7.4,7.4,1367064.0,0.0,1.0
2018-05-31,7.48,7.82,7.48,7.82,7.82,1759328.0,0.0,1.0
2018-06-01,7.8,8.11,7.62,7.7,7.7,1478917.0,0.0,1.0
2018-06-04,7.9,8.15,7.8,8.15,8.15,1245551.0,0.0,1.0
2018-06-05,8.4,8.78,8.31,8.54,8.54,2326679.0,0.0,1.0
2018-06-06,8.54,8.62,7.74,8.15,8.15,3733652.0,0.0,1.0
2018-06-07,8.26,8.28,7.8,8.18,8.18,1233713.0,0.0,1.0
2018-06-08,8.2,8.47,8.0,8.36,8.36,1530592.0,0.0,1.0
2018-06-12,8.45,8.6,8.375,8.44,8.44,1793412.0,0.0,1.0
2018-06-13,8.46,8.55,8.41,8.43,8.43,1145450.0,0.0,1.0
2018-06-14,8.45,9.08,8.41,9.08,9.08,2287478.0,0.0,1.0
2018-06-15,9.15,9.47,9.09,9.12,9.12,7692647.0,0.0,1.0
2018-06-18,9.18,9.18,8.68,8.9,8.9,1264673.0,0.0,1.0
2018-06-19,8.95,9.0,8.7,8.8,8.8,1203052.0,0.0,1.0
2018-06-20,8.84,8.94,8.7,8.81,8.81,1233112.0,0.0,1.0
2018-06-21,9.07,9.17,8.93,8.98,8.98,1380780.0,0.0,1.0
2018-06-22,8.97,8.98,8.56,8.72,8.72,1225666.0,0.0,1.0
2018-06-25,8.74,8.92,8.65,8.87,8.87,812350.0,0.0,1.0
2018-06-26,8.8,8.85,8.64,8.76,8.76,726213.0,0.0,1.0
2018-06-27,8.75,8.97,8.73,8.94,8.94,825663.0,0.0,1.0
2018-06-28,8.91,8.92,8.49,8.59,8.59,973755.0,0.0,1.0
2018-06-29,8.97,9.52,8.915,9.35,9.35,3454051.0,0.0,1.0
2018-07-02,9.42,9.77,9.42,9.55,9.55,1650001.0,0.0,1.0
2018-07-03,9.65,9.87,9.26,9.44,9.44,1434311.0,0.0,1.0
2018-07-04,9.41,9.98,9.09,9.91,9.91,1846663.0,0.0,1.0
2018-07-05,10.08,10.08,9.73,9.92,9.92,1194539.0,0.0,1.0
2018-07-06,9.95,10.13,9.8,9.95,9.95,1135343.0,0.0,1.0
2018-07-09,10.0,10.35,9.89,10.25,10.25,1414006.0,0.0,1.0
2018-07-10,10.35,10.67,10.31,10.4,10.4,1894696.0,0.0,1.0
2018-07-11,10.43,10.55,10.3,10.4,10.4,1282316.0,0.0,1.0
2018-07-12,10.5,10.97,10.45,10.85,10.85,1646554.0,0.0,1.0
2018-07-13,11.07,11.4,10.94,10.98,10.98,2073182.0,0.0,1.0
2018-07-16,11.01,11.11,10.6,10.75,10.75,1796733.0,0.0,1.0
2018-07-17,10.65,10.74,10.36,10.44,10.44,1110609.0,0.0,1.0
2018-07-18,10.53,11.0,10.52,10.92,10.92,1086105.0,0.0,1.0
2018-07-19,11.0,13.84,10.98,13.53,13.53,6194507.0,0.0,1.0
2018-07-20,14.25,16.19,13.9,14.38,14.38,6703068.0,0.0,1.0
2018-07-23,14.98,15.64,14.63,15.04,15.04,4010302.0,0.0,1.0
2018-07-24,15.0,15.18,14.4,14.43,14.43,2386196.0,0.0,1.0
2018-07-25,14.47,15.05,14.46,14.75,14.75,1805348.0,0.0,1.0
2018-07-26,14.8,14.8,13.9,13.99,13.99,2149825.0,0.0,1.0
2018-07-27,13.9,14.62,13.49,14.39,14.39,1534223.0,0.0,1.0
2018-07-30,14.45,14.89,14.26,14.51,14.51,986736.0,0.0,1.0
2018-07-31,14.52,14.54,13.8,14.18,14.18,1352086.0,0.0,1.0
2018-08-01,14.26,14.5,13.8,13.82,13.82,1527720.0,0.0,1.0
2018-08-02,14.09,14.45,13.72,13.75,13.75,1821693.0,0.0,1.0
2018-08-03,13.91,14.47,13.82,14.31,14.31,1371118.0,0.0,1.0
2018-08-06,14.61,14.77,14.2,14.31,14.31,952571.0,0.0,1.0
2018-08-07,14.39,14.7,14.31,14.55,14.55,1064451.0,0.0,1.0
2018-08-08,14.65,14.95,14.44,14.66,14.66,1304677.0,0.0,1.0
2018-08-09,14.75,14.86,14.18,14.3,14.3,1049047.0,0.0,1.0
2018-08-10,14.37,14.65,14.21,14.57,14.57,811038.0,0.0,1.0
2018-08-13,14.6,14.79,14.16,14.27,14.27,945136.0,0.0,1.0
2018-08-14,14.62,15.25,14.27,15.1,15.1,2346781.0,0.0,1.0
2018-08-15,15.14,16.42,15.14,16.39,16.39,2701930.0,0.0,1.0
2018-08-16,16.15,16.63,15.89,16.25,16.25,1724364.0,0.0,1.0
2018-08-17,16.35,16.87,16.3,16.61,16.61,1726270.0,0.0,1.0
2018-08-20,16.98,17.7,16.8,17.5,17.5,2779380.0,0.0,1.0
2018-08-21,17.5,18.31,17.5,17.92,17.92,2221511.0,0.0,1.0
2018-08-22,18.21,18.83,17.83,18.55,18.55,3131120.0,0.0,1.0
2018-08-23,18.21,18.83,17.83,18.55,18.55,3131120.0,0.0,1.0
2018-08-24,22.01,23.0,19.4,19.69,19.69,5486258.0,0.0,1.0
2018-08-27,20.0,21.42,19.99,21.13,21.13,3508124.0,0.0,1.0
2018-08-28,21.34,21.48,19.62,19.95,19.95,3799810.0,0.0,1.0
2018-08-29,19.95,19.98,18.85,18.95,18.95,2981605.0,0.0,1.0
2018-08-30,18.76,19.1,17.71,18.02,18.02,3472683.0,0.0,1.0
2018-08-31,17.5,18.72,17.26,18.13,18.13,3015035.0,0.0,1.0
2018-09-03,18.11,18.94,17.56,17.65,17.65,2687012.0,0.0,1.0
2018-09-04,17.65,17.99,17.09,17.37,17.37,2124604.0,0.0,1.0
2018-09-05,17.5,17.78,16.51,16.72,16.72,2533558.0,0.0,1.0
2018-09-06,16.52,16.58,15.32,16.0,16.0,3844401.0,0.0,1.0
2018-09-07,15.44,15.8,14.95,15.0,15.0,3874902.0,0.0,1.0
2018-09-10,15.0,16.47,14.9,16.11,16.11,2997952.0,0.0,1.0
2018-09-11,16.5,17.26,16.49,17.08,17.08,3308922.0,0.0,1.0
2018-09-12,17.3,17.5,16.645,17.06,17.06,1737506.0,0.0,1.0
2018-09-13,17.24,17.48,16.5,16.57,16.57,1300503.0,0.0,1.0
2018-09-14,16.91,17.29,16.57,17.27,17.27,1592038.0,0.0,1.0
2018-09-17,17.27,17.4,16.7,16.8,16.8,1379183.0,0.0,1.0
2018-09-18,16.7,16.7,15.44,15.94,15.94,2415155.0,0.0,1.0
2018-09-19,16.1,16.28,15.59,15.7,15.7,2432966.0,0.0,1.0
2018-09-20,15.56,15.79,15.07,15.1,15.1,2579799.0,0.0,1.0
2018-09-21,15.25,15.97,15.13,15.82,15.82,4234095.0,0.0,1.0
2018-09-24,16.0,16.45,15.86,16.23,16.23,1622339.0,0.0,1.0
2018-09-25,16.16,16.2,15.65,16.0,16.0,1098727.0,0.0,1.0
2018-09-26,16.24,17.0,16.16,16.97,16.97,1524296.0,0.0,1.0
2018-09-27,17.25,17.85,16.7,17.8,17.8,1846039.0,0.0,1.0
2018-09-28,17.95,18.5,17.82,17.95,17.95,2051438.0,0.0,1.0
2018-10-01,17.99,18.14,17.32,17.39,17.39,911431.0,0.0,1.0
2018-10-02,17.53,17.82,17.24,17.43,17.43,810212.0,0.0,1.0
2018-10-03,17.44,17.86,17.19,17.82,17.82,774605.0,0.0,1.0
2018-10-04,18.04,18.4,17.6,17.74,17.74,1347418.0,0.0,1.0
2018-10-05,17.75,18.06,17.2,17.7,17.7,1246626.0,0.0,1.0
2018-10-08,17.68,17.68,16.29,16.73,16.73,1962499.0,0.0,1.0
2018-10-09,16.7,16.75,15.54,15.97,15.97,2641212.0,0.0,1.0
2018-10-10,15.93,15.93,15.35,15.47,15.47,1895062.0,0.0,1.0
2018-10-11,14.48,14.6,13.58,13.76,13.76,4991010.0,0.0,1.0
2018-10-12,13.7,15.25,13.6,14.75,14.75,3278340.0,0.0,1.0
2018-10-15,15.06,15.32,13.68,13.77,13.77,2686002.0,0.0,1.0
2018-10-16,13.85,14.08,13.31,14.0,14.0,2224697.0,0.0,1.0
2018-10-17,15.1,15.12,11.1,11.35,11.35,7278782.0,0.0,1.0
2018-10-18,12.48,13.5,12.02,12.95,12.95,5830555.0,0.0,1.0
2018-10-19,12.84,12.86,12.27,12.5,12.5,2287284.0,0.0,1.0
2018-10-22,12.42,13.05,12.17,12.85,12.85,1616905.0,0.0,1.0
2018-10-23,13.0,13.25,12.63,12.64,12.64,1132574.0,0.0,1.0
2018-10-24,13.0,13.19,12.21,12.26,12.26,1244982.0,0.0,1.0
2018-10-25,11.88,11.93,11.58,11.72,11.72,2126303.0,0.0,1.0
2018-10-26,12.04,12.45,11.3,11.37,11.37,2084318.0,0.0,1.0
2018-10-29,11.5,11.7,11.06,11.31,11.31,1938463.0,0.0,1.0
2018-10-30,11.15,12.53,10.87,12.37,12.37,2235516.0,0.0,1.0
2018-10-31,12.75,13.09,12.01,12.49,12.49,1972445.0,0.0,1.0
